who,what
1001,College Point
1001,ASIAN
1001,MBE
1002,10003
1002,NON-MINORITY
1002,WBE
1002,New York
1003,7446
1003,NON-MINORITY
1003,WBE
1003,Ramsey
1004,Flushing
1004,NON-MINORITY
1004,WBE
1004,11358
1005,10475
1005,Bronx
1005,MBE
1005,HISPANIC
1006,BLACK
1006,MBE
1006,Freeport
1006,WBE
1006,11520
1007,10016
1007,NON-MINORITY
1007,WBE
1007,New York
1008,Hempstead
1008,11550
1008,BLACK
1008,MBE
1009,10001
1009,NON-MINORITY
1009,WBE
1009,New York
1010,10032
1010,New York
1010,MBE
1010,HISPANIC
1011,7652
1011,NON-MINORITY
1011,WBE
1011,Paramus
1012,Long Island City
1012,NON-MINORITY
1012,11101
1012,WBE
1013,Brooklyn
1013,BLACK
1013,11210
1013,MBE
1014,11520
1014,Freeport
1014,BLACK
1014,MBE
1015,11596
1015,Williston Park
1015,ASIAN
1015,MBE
1016,11435
1016,Jamaica
1016,ASIAN
1016,MBE
1017,LBE
1017,Somerville
1017,8876
1018,11798
1018,BLACK
1018,Wheatley Heights
1018,MBE
1019,11105
1019,NON-MINORITY
1019,Astoria
1019,WBE
1020,Brooklyn
1020,BLACK
1020,11216
1020,MBE
1021,NON-MINORITY
1021,11797
1021,WBE
1021,Woodbury
1022,11222
1022,Brooklyn
1022,ASIAN
1022,MBE
1023,Jericho
1023,ASIAN
1023,MBE
1023,11753
1024,Westport
1024,NON-MINORITY
1024,WBE
1024,6880
1025,Baldwin
1025,11510
1025,MBE
1025,HISPANIC
1026,11204
1026,Brooklyn
1026,ASIAN
1026,MBE
1027,Brooklyn
1027,11214
1027,WBE
1027,ASIAN
1027,MBE
1028,New York
1028,10019
1028,WBE
1028,MBE
1029,NON-MINORITY
1029,WBE
1029,10021
1029,New York
1030,LBE
1030,BLACK
1030,Springfield Gardens
1030,11413
1030,WBE
1030,MBE
1031,10003
1031,NON-MINORITY
1031,WBE
1031,New York
1032,BLACK
1032,New York
1032,10036
1032,WBE
1032,MBE
1033,Brooklyn
1033,11229
1033,BLACK
1033,MBE
1034,10005
1034,New York
1034,MBE
1034,HISPANIC
1035,10016
1035,New York
1035,WBE
1035,ASIAN
1035,MBE
1036,NON-MINORITY
1036,WBE
1036,New York
1036,10010
1037,Brooklyn
1037,BLACK
1037,11201
1037,MBE
1038,NON-MINORITY
1038,WBE
1038,10036
1038,New York
1039,10003
1039,NON-MINORITY
1039,WBE
1039,New York
1040,10040
1040,New York
1040,MBE
1040,HISPANIC
1041,Brooklyn
1041,11225
1041,WBE
1041,ASIAN
1041,MBE
1042,NON-MINORITY
1042,10038
1042,WBE
1042,New York
1043,Summit
1043,NON-MINORITY
1043,7901
1043,WBE
1044,10003
1044,New York
1044,MBE
1044,HISPANIC
1045,11501
1045,Mineola
1045,ASIAN
1045,MBE
1046,10941
1046,BLACK
1046,MBE
1046,Middletown
1047,11373
1047,Elmhurst
1047,MBE
1047,HISPANIC
1048,NON-MINORITY
1048,10027
1048,WBE
1048,New York
1049,10307
1049,ASIAN
1049,MBE
1049,Staten Island
1050,NON-MINORITY
1050,WBE
1050,New York
1050,10010
1051,10977
1051,BLACK
1051,Chestnut Ridge
1051,WBE
1051,MBE
1052,BLACK
1052,10007
1052,New York
1052,WBE
1052,MBE
1053,Rosedale
1053,11422
1053,BLACK
1053,MBE
1054,Garden City Park
1054,11040
1054,WBE
1054,ASIAN
1054,MBE
1055,10550
1055,BLACK
1055,MBE
1055,Mt. Vernon
1056,11040
1056,NON-MINORITY
1056,WBE
1056,New Hyde Park
1057,Long Island City
1057,NON-MINORITY
1057,11101
1057,WBE
1058,New York
1058,ASIAN
1058,MBE
1058,10013
1059,10018
1059,New York
1059,WBE
1059,ASIAN
1059,MBE
1060,New York
1060,BLACK
1060,10017
1060,MBE
1061,10018
1061,New York
1061,MBE
1061,HISPANIC
1062,LBE
1062,Brooklyn
1062,BLACK
1062,11234
1062,MBE
1063,Princeton
1063,ASIAN
1063,MBE
1063,8540
1064,BLACK
1064,New York
1064,10027
1064,WBE
1064,MBE
1065,7003
1065,NON-MINORITY
1065,WBE
1065,Bloomfield
1066,NON-MINORITY
1066,WBE
1066,11697
1066,Breezy Point
1067,Yonkers
1067,10705
1067,BLACK
1067,MBE
1068,10462
1068,Bronx
1068,HISPANIC
1068,WBE
1068,MBE
1069,10977
1069,NON-MINORITY
1069,WBE
1069,New Hempstead
1070,New York
1070,10027
1070,BLACK
1070,MBE
1071,New York
1071,10038
1071,WBE
1071,ASIAN
1071,MBE
1072,Flushing
1072,BLACK
1072,MBE
1072,11354
1073,10460
1073,Bronx
1073,MBE
1073,HISPANIC
1074,10304
1074,BLACK
1074,MBE
1074,Staten Island
1075,NON-MINORITY
1075,WBE
1075,8816
1075,East Brunswick
1076,NON-MINORITY
1076,11211
1076,WBE
1076,Brooklyn
1077,NON-MINORITY
1077,WBE
1077,New York
1077,10022
1078,LBE
1078,Bronx
1078,BLACK
1078,10467
1078,MBE
1079,10038
1079,New York
1079,ASIAN
1079,MBE
1080,7601
1080,Hackensack
1080,WBE
1080,ASIAN
1080,MBE
1081,10005
1081,New York
1081,ASIAN
1081,MBE
1082,10470
1082,Bronx
1082,ASIAN
1082,MBE
1083,11385
1083,ASIAN
1083,MBE
1083,Glendale
1084,11803
1084,Plainview
1084,ASIAN
1084,MBE
1085,NON-MINORITY
1085,WBE
1085,10014
1085,New York
1086,NON-MINORITY
1086,WBE
1086,Allendale
1086,7401
1087,10314
1087,ASIAN
1087,MBE
1087,Staten Island
1088,Brooklyn
1088,BLACK
1088,11214
1088,WBE
1088,MBE
1089,7090
1089,NON-MINORITY
1089,WBE
1089,Westfield
1090,Edison
1090,WBE
1090,ASIAN
1090,8817
1091,NON-MINORITY
1091,WBE
1091,11572
1091,Oceanside
1092,Edison
1092,NON-MINORITY
1092,WBE
1092,8837
1093,NON-MINORITY
1093,WBE
1093,10025
1093,New York
1094,11357
1094,NON-MINORITY
1094,WBE
1094,Whitestone
1095,NON-MINORITY
1095,WBE
1095,11238
1095,Brooklyn
1096,10022
1096,New York
1096,HISPANIC
1096,WBE
1096,MBE
1097,BLACK
1097,Cambria Heights
1097,11411
1097,WBE
1097,MBE
1098,10029
1098,BLACK
1098,New York
1098,WBE
1098,MBE
1099,MBE
1099,Freeport
1099,HISPANIC
1099,WBE
1099,11520
1100,Bronx
1100,10474
1100,BLACK
1100,MBE
1101,10001
1101,NON-MINORITY
1101,WBE
1101,New York
1102,New York
1102,10025
1102,WBE
1102,ASIAN
1102,MBE
1103,Brooklyn
1103,BLACK
1103,WBE
1103,11210
1103,MBE
1104,10118
1104,New York
1104,ASIAN
1104,MBE
1105,10473
1105,Bronx
1105,MBE
1105,HISPANIC
1106,10451
1106,Bronx
1106,BLACK
1106,WBE
1106,MBE
1107,10470
1107,Bronx
1107,MBE
1107,HISPANIC
1108,BLACK
1108,Yonkers
1108,10710
1108,WBE
1108,MBE
1109,10301
1109,NON-MINORITY
1109,WBE
1109,Staten Island
1110,NON-MINORITY
1110,10011
1110,WBE
1110,New York
1111,Woodside
1111,NON-MINORITY
1111,WBE
1111,11377
1112,10004
1112,New York
1112,ASIAN
1112,MBE
1113,NON-MINORITY
1113,WBE
1113,10017
1113,New York
1114,8837
1114,Edison
1114,ASIAN
1114,MBE
1115,NON-MINORITY
1115,WBE
1115,New York
1115,10022
1116,NON-MINORITY
1116,WBE
1116,10017
1116,New York
1117,10022
1117,New York
1117,HISPANIC
1117,WBE
1117,MBE
1118,LBE
1118,Elmhurst
1118,11373
1118,ASIAN
1118,MBE
1119,8817
1119,Edsion
1119,ASIAN
1119,MBE
1120,LBE
1120,BLACK
1120,10304
1120,Staten Island
1120,MBE
1121,Queens Village
1121,11429
1121,MBE
1121,HISPANIC
1122,New York
1122,10010
1122,HISPANIC
1122,WBE
1122,MBE
1123,LBE
1123,11377
1123,Woodside
1123,HISPANIC
1123,MBE
1124,LBE
1124,BLACK
1124,St. Albans
1124,11412
1124,MBE
1125,11378
1125,Maspeth
1125,MBE
1125,HISPANIC
1126,Maspeth
1126,11378
1126,HISPANIC
1126,WBE
1126,MBE
1127,10003
1127,NON-MINORITY
1127,WBE
1127,New York
1128,11042
1128,Lake Success
1128,ASIAN
1128,MBE
1129,10016
1129,WBE
1129,New York
1130,New York
1130,WBE
1130,ASIAN
1130,MBE
1130,10013
1131,NON-MINORITY
1131,WBE
1131,10305
1131,Staten Island
1132,NON-MINORITY
1132,Plainview
1132,WBE
1132,11803
1133,11704
1133,NON-MINORITY
1133,WBE
1133,West Babylon
1134,NON-MINORITY
1134,WBE
1134,New York
1134,10013
1135,11430
1135,NON-MINORITY
1135,WBE
1135,Jamaica
1136,Bronx
1136,10462
1136,BLACK
1136,MBE
1137,NON-MINORITY
1137,10023
1137,WBE
1137,New York
1138,Saddle Brook
1138,WBE
1138,ASIAN
1138,7663
1139,NON-MINORITY
1139,WBE
1139,11694
1139,Belle Harbor
1140,LBE
1140,Brooklyn
1140,BLACK
1140,11205
1140,MBE
1141,11208
1141,Brooklyn
1141,ASIAN
1141,MBE
1142,Yorktown Heights
1142,NON-MINORITY
1142,10598
1142,WBE
1143,LBE
1143,10451
1143,Bronx
1143,BLACK
1143,MBE
1144,Linwood
1144,ASIAN
1144,MBE
1144,8221
1145,10591
1145,Sleepy Hollow
1145,WBE
1145,ASIAN
1145,MBE
1146,Centerport
1146,HISPANIC
1146,11721
1146,WBE
1146,MBE
1147,NON-MINORITY
1147,WBE
1147,Melville
1147,11747
1148,10004
1148,NON-MINORITY
1148,WBE
1148,New York
1149,NON-MINORITY
1149,WBE
1149,New York
1149,10018
1150,LBE
1150,10304
1150,Staten Island
1151,New York
1151,10018
1151,BLACK
1151,MBE
1152,Queens Village
1152,11428
1152,ASIAN
1152,MBE
1153,11746
1153,NON-MINORITY
1153,WBE
1153,Huntington Station
1154,11206
1154,Brooklyn
1154,ASIAN
1154,MBE
1155,New York
1155,10018
1155,BLACK
1155,MBE
1156,Bronx
1156,10466
1156,HISPANIC
1156,WBE
1156,MBE
1157,NON-MINORITY
1157,WBE
1157,11735
1157,Farmingdale
1158,Flushing
1158,NON-MINORITY
1158,WBE
1158,11358
1159,NON-MINORITY
1159,WBE
1159,11234
1159,Brooklyn
1160,BLACK
1160,10005
1160,New York
1160,WBE
1160,MBE
1161,10001
1161,NON-MINORITY
1161,WBE
1161,New York
1162,11021
1162,NON-MINORITY
1162,WBE
1162,Great Neck
1163,10001
1163,New York
1163,BLACK
1163,MBE
1164,NON-MINORITY
1164,WBE
1164,New York
1164,10018
1165,11422
1165,BLACK
1165,Rosedale
1165,WBE
1165,MBE
1166,11242
1166,NON-MINORITY
1166,WBE
1166,Brooklyn
1167,Brooklyn
1167,BLACK
1167,11225
1167,MBE
1168,Hollis
1168,11423
1168,BLACK
1168,MBE
1169,Brooklyn
1169,BLACK
1169,11216
1169,MBE
1170,NON-MINORITY
1170,WBE
1170,Dobbs Ferry
1170,10522
1171,NON-MINORITY
1171,WBE
1171,New York
1171,10010
1172,NON-MINORITY
1172,WBE
1172,New York
1172,10018
1173,Brooklyn
1173,BLACK
1173,11230
1173,WBE
1173,MBE
1174,NON-MINORITY
1174,WBE
1174,10025
1174,New York
1175,Brooklyn
1175,BLACK
1175,11203
1175,MBE
1176,10514
1176,NON-MINORITY
1176,WBE
1176,Chappaqua
1177,Stamford
1177,NON-MINORITY
1177,WBE
1177,6902
1178,11545
1178,Glen Head
1178,BLACK
1178,MBE
1179,Brooklyn
1179,BLACK
1179,11216
1179,WBE
1179,MBE
1180,10458
1180,Bronx
1180,ASIAN
1180,MBE
1181,10001
1181,NON-MINORITY
1181,WBE
1181,New York
1182,East Elmhurst
1182,11370
1182,ASIAN
1182,MBE
1183,10001
1183,New York
1183,ASIAN
1183,MBE
1184,LBE
1184,Hempstead
1184,BLACK
1184,11550
1184,WBE
1184,MBE
1185,Brooklyn
1185,11204
1185,BLACK
1185,MBE
1186,LBE
1186,Maspeth
1186,11378
1186,HISPANIC
1186,WBE
1186,MBE
1187,BLACK
1187,20720
1187,Bowie
1187,WBE
1187,MBE
1188,11746
1188,NON-MINORITY
1188,WBE
1188,Huntington Station
1189,Long Island City
1189,11101
1189,BLACK
1189,MBE
1190,Woodhaven
1190,11421
1190,BLACK
1190,MBE
1191,New York
1191,BLACK
1191,MBE
1191,10033
1192,NON-MINORITY
1192,WBE
1192,Valhalla
1192,10595
1193,New York
1193,WBE
1193,MBE
1193,10032
1194,7513
1194,Paterson
1194,MBE
1194,HISPANIC
1195,11356
1195,College Point
1195,MBE
1195,HISPANIC
1196,NON-MINORITY
1196,Springfield
1196,WBE
1196,7081
1197,NON-MINORITY
1197,WBE
1197,11216
1197,Brooklyn
1198,New York
1198,10038
1198,BLACK
1198,MBE
1199,Matawan
1199,7747
1199,MBE
1199,HISPANIC
1200,Newark
1200,NON-MINORITY
1200,WBE
1200,7114
1201,8638
1201,Hamilton Township
1201,ASIAN
1201,MBE
1202,11021
1202,NON-MINORITY
1202,WBE
1202,Great Neck
1203,Long Island City
1203,11101
1203,MBE
1203,HISPANIC
1204,10016
1204,NON-MINORITY
1204,WBE
1204,New York
1205,Bronx
1205,HISPANIC
1205,10465
1205,WBE
1205,MBE
1206,10025
1206,New York
1206,MBE
1206,HISPANIC
1207,NON-MINORITY
1207,WBE
1207,10021
1207,New York
1208,11373
1208,Elmhurst
1208,ASIAN
1208,MBE
1209,10016
1209,New York
1209,WBE
1209,ASIAN
1209,MBE
1210,NON-MINORITY
1210,10956
1210,WBE
1210,New City
1211,10022
1211,New York
1211,MBE
1211,HISPANIC
1212,NON-MINORITY
1212,WBE
1212,New York
1212,10010
1213,10543
1213,Mamaroneck
1213,BLACK
1213,MBE
1214,BLACK
1214,Arverne
1214,11692
1214,WBE
1214,MBE
1215,10004
1215,NON-MINORITY
1215,WBE
1215,New York
1216,7045
1216,Montville
1216,MBE
1216,HISPANIC
1217,10028
1217,NON-MINORITY
1217,WBE
1217,New York
1218,NON-MINORITY
1218,WBE
1218,11201
1218,Brooklyn
1219,NON-MINORITY
1219,WBE
1219,10017
1219,New York
1220,NON-MINORITY
1220,11590
1220,WBE
1220,Westbury
1221,Brooklyn
1221,11225
1221,MBE
1221,HISPANIC
1222,10007
1222,New York
1222,BLACK
1222,MBE
1223,Bronx
1223,10451
1223,BLACK
1223,MBE
1224,St. Albans
1224,BLACK
1224,11412
1224,MBE
1225,Brooklyn
1225,BLACK
1225,11236
1225,WBE
1225,MBE
1226,11218
1226,Brooklyn
1226,ASIAN
1226,MBE
1227,Brooklyn
1227,BLACK
1227,11234
1227,WBE
1227,MBE
1228,11218
1228,Brooklyn
1228,ASIAN
1228,MBE
1229,Brooklyn
1229,BLACK
1229,11230
1229,WBE
1229,MBE
1230,NON-MINORITY
1230,10019
1230,WBE
1230,New York
1231,12534
1231,NON-MINORITY
1231,WBE
1231,Hudson
1232,7876
1232,NON-MINORITY
1232,WBE
1232,Succasunna
1233,New York
1233,10038
1233,BLACK
1233,MBE
1234,NON-MINORITY
1234,WBE
1234,11231
1234,Brooklyn
1235,Scarsdale
1235,NON-MINORITY
1235,WBE
1235,10583
1236,11413
1236,BLACK
1236,Laurelton
1236,MBE
1237,11223
1237,Brooklyn
1237,ASIAN
1237,MBE
1238,11373
1238,Elmhurst
1238,ASIAN
1238,MBE
1239,Bronx
1239,BLACK
1239,10467
1239,WBE
1239,MBE
1240,10462
1240,Bronx
1240,BLACK
1240,WBE
1240,MBE
1241,10309
1241,NON-MINORITY
1241,WBE
1241,Staten Island
1242,New York
1242,ASIAN
1242,MBE
1242,10010
1243,New York
1243,10014
1243,MBE
1243,HISPANIC
1244,Hollis
1244,11423
1244,N/A
1244,MBE
1245,NON-MINORITY
1245,WBE
1245,10036
1245,New York
1246,Southold
1246,NON-MINORITY
1246,WBE
1246,11971
1247,LBE
1247,11746
1247,Huntington Station
1247,BLACK
1247,MBE
1248,LBE
1248,10039
1248,New York
1248,ASIAN
1248,MBE
1249,10710
1249,Yonkers
1249,MBE
1249,HISPANIC
1250,Hempstead
1250,11550
1250,BLACK
1250,MBE
1251,11419
1251,Richmond Hill
1251,ASIAN
1251,MBE
1252,11217
1252,NON-MINORITY
1252,WBE
1252,Brooklyn
1253,Yonkers
1253,10710
1253,NON-MINORITY
1253,WBE
1254,Woodside
1254,ASIAN
1254,MBE
1254,11377
1255,Edison
1255,8820
1255,ASIAN
1255,MBE
1256,10016
1256,NON-MINORITY
1256,WBE
1256,New York
1257,NON-MINORITY
1257,WBE
1257,10014
1257,New York
1258,10018
1258,New York
1258,WBE
1258,ASIAN
1258,MBE
1259,NON-MINORITY
1259,WBE
1259,10036
1259,New York
1260,North Babylon
1260,NON-MINORITY
1260,11704
1260,WBE
1261,10018
1261,New York
1261,WBE
1261,ASIAN
1261,MBE
1262,New York
1262,10018
1262,BLACK
1262,MBE
1263,6478
1263,Oxford
1263,ASIAN
1263,MBE
1264,LBE
1264,Brooklyn
1264,11234
1265,10001
1265,NON-MINORITY
1265,WBE
1265,New York
1266,New York
1266,10010
1266,MBE
1266,HISPANIC
1267,10301
1267,ASIAN
1267,MBE
1267,Staten Island
1268,White Plains
1268,10604
1268,WBE
1269,10003
1269,New York
1269,ASIAN
1269,MBE
1270,Bronx
1270,10453
1270,BLACK
1270,MBE
1271,BLACK
1271,New York
1271,10034
1271,WBE
1271,MBE
1272,7430
1272,NON-MINORITY
1272,WBE
1272,Mahwah
1273,Inwood
1273,11096
1273,HISPANIC
1273,WBE
1273,MBE
1274,10005
1274,NON-MINORITY
1274,WBE
1274,New York
1275,10001
1275,New York
1275,ASIAN
1275,MBE
1276,Brooklyn
1276,BLACK
1276,MBE
1276,11233
1277,Hollis
1277,11423
1277,BLACK
1277,MBE
1278,Bronx
1278,10452
1278,BLACK
1278,MBE
1279,10038
1279,New York
1279,ASIAN
1279,MBE
1280,NON-MINORITY
1280,WBE
1280,New York
1280,10022
1281,10017
1281,New York
1281,ASIAN
1281,MBE
1282,Bronx
1282,10469
1282,BLACK
1282,MBE
1283,10550
1283,BLACK
1283,Mount Vernon
1283,MBE
1284,NON-MINORITY
1284,10011
1284,WBE
1284,New York
1285,NON-MINORITY
1285,WBE
1285,New York
1285,10018
1286,NON-MINORITY
1286,WBE
1286,Brooklyn
1286,11232
1287,BLACK
1287,Springfield Gardens
1287,11413
1287,WBE
1287,MBE
1288,Flushing
1288,11358
1288,ASIAN
1288,MBE
1289,10003
1289,NON-MINORITY
1289,WBE
1289,New York
1290,Woodside
1290,ASIAN
1290,MBE
1290,11377
1291,NON-MINORITY
1291,11729
1291,WBE
1291,Deer Park
1292,11206
1292,Brooklyn
1292,MBE
1292,HISPANIC
1293,Bronx
1293,BLACK
1293,MBE
1293,10457
1294,LBE
1294,Brooklyn
1294,11235
1294,ASIAN
1294,MBE
1295,NON-MINORITY
1295,WBE
1295,11215
1295,Brooklyn
1296,Bronx
1296,BLACK
1296,10466
1296,WBE
1296,MBE
1297,Hempstead
1297,11520
1297,BLACK
1297,MBE
1298,10006
1298,New York
1298,ASIAN
1298,MBE
1299,Rosedale
1299,11422
1299,BLACK
1299,MBE
1300,Flushing
1300,11358
1300,MBE
1300,HISPANIC
1301,Edison
1301,8817
1301,ASIAN
1301,MBE
1302,Brooklyn
1302,11205
1302,BLACK
1302,MBE
1303,Rahway
1303,BLACK
1303,7065
1303,MBE
1304,NON-MINORITY
1304,WBE
1304,New York
1304,10018
1305,11413
1305,BLACK
1305,Springfield Gardens
1305,MBE
1306,Bronx
1306,10472
1306,BLACK
1306,MBE
1307,11211
1307,Brooklyn
1307,MBE
1307,HISPANIC
1308,NON-MINORITY
1308,WBE
1308,10025
1308,New York
1309,LBE
1309,11378
1309,Maspeth
1310,10031
1310,New York
1310,HISPANIC
1310,WBE
1310,MBE
1311,7031
1311,NON-MINORITY
1311,North Arlington
1311,WBE
1312,Saugerties
1312,12477
1312,WBE
1313,Queens Village
1313,11428
1313,BLACK
1313,MBE
1314,10017
1314,New York
1314,ASIAN
1314,MBE
1315,11732
1315,East Norwich
1315,ASIAN
1315,MBE
1316,Brooklyn
1316,BLACK
1316,MBE
1316,11236
1317,10016
1317,NON-MINORITY
1317,WBE
1317,New York
1318,7003
1318,Bloomfield
1318,BLACK
1318,MBE
1319,NON-MINORITY
1319,10011
1319,WBE
1319,New York
1320,NON-MINORITY
1320,WBE
1320,Center Moriches
1320,11934
1321,10016
1321,NON-MINORITY
1321,WBE
1321,New York
1322,10001
1322,New York
1322,ASIAN
1322,MBE
1323,10701
1323,Yonkers
1323,BLACK
1323,MBE
1324,Brooklyn
1324,BLACK
1324,11203
1324,MBE
1325,Long Island City
1325,NON-MINORITY
1325,11101
1325,WBE
1326,Staten Island
1326,10306
1326,WBE
1326,ASIAN
1326,MBE
1327,Brooklyn
1327,BLACK
1327,MBE
1327,11233
1328,Bronx
1328,10471
1328,NON-MINORITY
1328,WBE
1329,10460
1329,Bronx
1329,MBE
1329,HISPANIC
1330,10011
1330,New York
1330,HISPANIC
1330,WBE
1330,MBE
1331,New York
1331,10010
1331,MBE
1331,HISPANIC
1332,New York
1332,HISPANIC
1332,10040
1332,WBE
1332,MBE
1333,11104
1333,NON-MINORITY
1333,WBE
1333,Sunnyside
1334,BLACK
1334,Rego Park
1334,11374
1334,WBE
1334,MBE
1335,10280
1335,New York
1335,HISPANIC
1335,WBE
1335,MBE
1336,10016
1336,NON-MINORITY
1336,WBE
1336,New York
1337,BLACK
1337,11435
1337,Jamaica
1337,WBE
1337,MBE
1338,21207
1338,BLACK
1338,Baltimore
1338,MBE
1339,Brooklyn
1339,BLACK
1339,11201
1339,MBE
1340,Brooklyn
1340,BLACK
1340,MBE
1340,11236
1341,NON-MINORITY
1341,WBE
1341,Brooklyn
1341,11230
1342,BLACK
1342,8844
1342,MBE
1342,Hillsborough
1343,10001
1343,New York
1343,BLACK
1343,MBE
1344,Floral Park
1344,11001
1344,HISPANIC
1344,WBE
1344,MBE
1345,10001
1345,NON-MINORITY
1345,WBE
1345,New York
1346,11413
1346,BLACK
1346,Laurelton
1346,MBE
1347,NON-MINORITY
1347,WBE
1347,10036
1347,New York
1348,10308
1348,NON-MINORITY
1348,WBE
1348,Staten Island
1349,10011
1349,New York
1349,HISPANIC
1349,WBE
1349,MBE
1350,7751
1350,HISPANIC
1350,Morganville
1350,WBE
1350,MBE
1351,NON-MINORITY
1351,WBE
1351,New York
1351,10018
1352,Jamaica
1352,BLACK
1352,MBE
1352,11434
1353,10004
1353,New York
1353,WBE
1353,ASIAN
1353,MBE
1354,10016
1354,NON-MINORITY
1354,WBE
1354,New York
1355,10012
1355,New York
1355,HISPANIC
1355,WBE
1355,MBE
1356,7205
1356,Hillside
1356,HISPANIC
1356,WBE
1356,MBE
1357,10018
1357,New York
1357,WBE
1357,ASIAN
1357,MBE
1358,NON-MINORITY
1358,10023
1358,WBE
1358,New York
1359,New York
1359,BLACK
1359,10128
1359,MBE
1360,NON-MINORITY
1360,10038
1360,WBE
1360,New York
1361,11520
1361,Freeport
1361,BLACK
1361,MBE
1362,WBE
1362,ASIAN
1362,New York
1362,10013
1363,Bronx
1363,10453
1363,BLACK
1363,WBE
1363,MBE
1364,South Richmond Hill
1364,11419
1364,ASIAN
1364,MBE
1365,South Richmond Hill
1365,11419
1365,BLACK
1365,MBE
1366,NON-MINORITY
1366,WBE
1366,11020
1366,Great Neck
1367,Yonkers
1367,10710
1367,NON-MINORITY
1367,WBE
1368,Jamaica
1368,BLACK
1368,11432
1368,MBE
1369,NON-MINORITY
1369,WBE
1369,11235
1369,Brooklyn
1370,BLACK
1370,10018
1370,New York
1370,WBE
1370,MBE
1371,11787
1371,NON-MINORITY
1371,WBE
1371,Smithtown
1372,7666
1372,BLACK
1372,Teaneck
1372,MBE
1373,Flushing
1373,ASIAN
1373,MBE
1373,11354
1374,Jackson Heights
1374,11370
1374,ASIAN
1374,MBE
1375,NON-MINORITY
1375,West Nyack
1375,WBE
1375,10994
1376,NON-MINORITY
1376,11797
1376,WBE
1376,Woodbury
1377,Brooklyn
1377,11226
1377,BLACK
1377,MBE
1378,NON-MINORITY
1378,WBE
1378,New York
1378,10010
1379,St. Albans
1379,BLACK
1379,11412
1379,MBE
1380,10462
1380,Bronx
1380,HISPANIC
1380,WBE
1380,MBE
1381,LBE
1381,11103
1381,Astoria
1382,10027
1382,New York
1382,MBE
1382,HISPANIC
1383,NON-MINORITY
1383,WBE
1383,11215
1383,Brooklyn
1384,Valley Stream
1384,11581
1384,WBE
1384,ASIAN
1384,MBE
1385,White Plains
1385,10601
1385,MBE
1385,HISPANIC
1386,Webster
1386,NON-MINORITY
1386,14580
1386,WBE
1387,7036
1387,Linden
1387,ASIAN
1387,MBE
1388,Lodi
1388,7644
1388,ASIAN
1388,MBE
1389,Brooklyn
1389,BLACK
1389,MBE
1389,11233
1390,10018
1390,New York
1390,ASIAN
1390,MBE
1391,NON-MINORITY
1391,WBE
1391,10014
1391,New York
1392,North Bergen
1392,7047
1392,ASIAN
1392,MBE
1393,7407
1393,Elmwood Park
1393,ASIAN
1393,MBE
1394,20005
1394,NON-MINORITY
1394,Washington
1394,WBE
1395,10075
1395,WBE
1395,New York
1396,BLACK
1396,St. Albans
1396,11412
1396,WBE
1396,MBE
1397,NON-MINORITY
1397,WBE
1397,11530
1397,Garden City
1398,LBE
1398,Bronx
1398,NON-MINORITY
1398,10461
1398,WBE
1399,Bronx
1399,BLACK
1399,10469
1399,WBE
1399,MBE
1400,NON-MINORITY
1400,WBE
1400,11201
1400,Brooklyn
1401,10003
1401,NON-MINORITY
1401,WBE
1401,New York
1402,11411
1402,Cambria Heights
1402,ASIAN
1402,MBE
1403,Fort Lee
1403,7024
1403,ASIAN
1403,MBE
1404,Fort Lee
1404,7024
1404,ASIAN
1404,MBE
1405,10001
1405,New York
1405,BLACK
1405,MBE
1406,NON-MINORITY
1406,WBE
1406,10025
1406,New York
1407,East Meadow
1407,11554
1407,WBE
1407,ASIAN
1407,MBE
1408,Brooklyn
1408,BLACK
1408,11208
1408,WBE
1408,MBE
1409,7717
1409,NON-MINORITY
1409,WBE
1409,Avon by the Sea
1410,LBE
1410,11417
1410,Ozone Park
1410,ASIAN
1410,MBE
1411,NON-MINORITY
1411,WBE
1411,New York
1411,10010
1412,7666
1412,NON-MINORITY
1412,WBE
1412,Teaneck
1413,10456
1413,Bronx
1413,BLACK
1413,WBE
1413,MBE
1414,Paterson
1414,BLACK
1414,MBE
1414,7514
1415,NON-MINORITY
1415,10023
1415,WBE
1415,New York
1416,11580
1416,ASIAN
1416,MBE
1416,Valley Stream
1417,Brooklyn
1417,BLACK
1417,11214
1417,MBE
1418,LBE
1418,10016
1418,New York
1419,10002
1419,New York
1419,ASIAN
1419,MBE
